center	Human
2593	0.303
2594	0
2595	0
2596	0
2597	0
2598	0
2599	0
2600	0
2601	0
2602	0
2603	0
2604	0
2605	0.303
2606	0.303
2607	0.303
2608	0.303
2609	0.303
2610	0.303
2611	0.303
2612	0.303
2613	0
2614	0
2615	0
2616	0
2617	0
2618	0
2619	0
2620	0
2621	0
2622	0
2623	0
2624	0.303
2625	0.303
2626	0.303
2627	0.303
2628	0.303
2629	0.303
2630	0.303
2631	0.303
2632	0.303
2633	0.303
2634	0.303
2635	0.303
2636	0.303
2637	0.303
2638	0.303
2639	0.303
2640	0.303
2641	0.303
2642	0.303
2643	0.303
2644	0.303
2645	0.303
2646	0.303
2647	0.303
2648	0.303
2649	0
2650	0
2651	0
2652	0
2653	0
2654	0
2655	0
2656	0
2657	0
2658	0
2659	0
2660	0
2661	0
2662	0
2663	0
2664	0.303
2665	0.303
2666	0.303
2667	0.303
2668	0.303
2669	0.303
2670	0.303
2671	0.606
2672	0.606
2673	0.303
2674	0.303
2675	0.303
2676	0.606
2677	0.606
2678	0.606
2679	0.303
2680	0.303
2681	0.303
2682	0.303
2683	0.303
2684	0
2685	0
2686	0.303
2687	0.303
2688	0.606
2689	0.606
2690	0.606
2691	0.606
2692	0.606
2693	0.606
2694	0.303
2695	0.303
2696	0.303
2697	0.303
2698	0.303
2699	0.303
2700	0.303
2701	0.303
2702	0.303
2703	0.303
2704	0.303
2705	0.303
2706	0.303
2707	0.303
2708	0
2709	0
2710	0
2711	0
2712	0.303
2713	0.303
2714	0.303
2715	0.303
2716	0
2717	0
2718	0
2719	0
2720	0
2721	0
2722	0
2723	0
2724	0
2725	0
2726	0
2727	0
2728	0
2729	0
2730	0
2731	0
2732	0
2733	0
2734	0
2735	0
2736	0
2737	0
2738	0
2739	0
2740	0
2741	0
2742	0
2743	0
2744	0
2745	0
2746	0
2747	0
2748	0
2749	0
2750	0
2751	0
2752	0.303
2753	0.303
2754	0.303
2755	0.303
2756	0.606
2757	0.606
2758	0.606
2759	0.606
2760	0.303
2761	0.303
2762	0.606
2763	0.606
2764	0.606
2765	1.516
2766	1.516
2767	1.516
2768	1.516
2769	1.516
2770	1.213
2771	1.213
2772	0.91
2773	0
2774	0
2775	0
2776	0
2777	0
2778	0
2779	0
2780	0
2781	0.303
2782	0.303
2783	0.303
2784	0.606
2785	1.213
2786	1.516
2787	1.516
2788	1.516
2789	1.213
2790	1.213
2791	1.213
2792	0.91
2793	0.91
2794	0.303
2795	0.303
2796	0.303
2797	0.303
2798	0.303
2799	0.303
2800	0.303
2801	0.303
2802	0.303
2803	0.303
2804	0
2805	0
2806	0
2807	0
2808	0
2809	0.303
2810	0.303
2811	0.303
2812	0.303
2813	0.303
2814	0.303
2815	0.303
2816	0.303
2817	0
2818	0
2819	0
2820	0
2821	0
2822	0.606
2823	0.606
2824	0.606
2825	0.606
2826	0.606
2827	0.606
2828	0.606
2829	0.606
2830	0.606
2831	0
2832	0
2833	0
2834	0
2835	0.303
2836	0.606
2837	0.606
2838	0.606
2839	0.606
2840	0.606
2841	0.606
2842	0.606
2843	0.303
2844	0
2845	0
2846	0
2847	0
2848	0
2849	0
2850	0
2851	0
2852	0
2853	0
2854	0
2855	0
2856	0
2857	0
2858	0
2859	0
2860	0
2861	0
2862	0
2863	0
2864	0
2865	0
2866	0
2867	0
2868	0
2869	0
2870	0
2871	0
2872	0.303
2873	0.303
2874	0.303
2875	0.303
2876	0.303
2877	0.303
2878	0.606
2879	0.606
2880	0.303
2881	0.303
2882	0.303
2883	0.303
2884	0.303
2885	0.303
2886	0
2887	0
2888	0
2889	0
2890	0.606
2891	0.91
2892	0.91
2893	1.819
2894	1.819
2895	1.819
2896	1.819
2897	1.819
2898	1.213
2899	0.91
2900	1.819
2901	1.516
2902	1.819
2903	1.819
2904	1.819
2905	2.122
2906	2.122
2907	2.425
2908	1.516
2909	1.213
2910	0.606
2911	0.606
2912	0.606
2913	0.606
2914	0.303
2915	0
2916	0
2917	0
2918	0.303
2919	0.303
2920	0.303
2921	0.303
2922	0.303
2923	0.303
2924	0.303
2925	0.303
2926	0.303
2927	0.606
2928	0.606
2929	0.91
2930	0.91
2931	0.91
2932	0.91
2933	0.91
2934	0.606
2935	0.303
2936	0.303
2937	0
2938	0
2939	0
2940	0.606
2941	0.606
2942	0.606
2943	0.606
2944	0.606
2945	0.606
2946	0.606
2947	0.606
2948	0.606
2949	0
2950	0
2951	0
2952	0
2953	0
2954	0
2955	0
2956	0
2957	0
2958	0
2959	0
2960	0.303
2961	0.303
2962	0.303
2963	0.303
2964	0.303
2965	0.303
2966	0.303
2967	0.303
2968	0
2969	0
2970	0
2971	0.303
2972	0.303
2973	0.303
2974	0.303
2975	0.303
2976	0.303
2977	0.303
2978	0.303
2979	0.303
2980	0
2981	0.303
2982	0.303
2983	0.303
2984	0.303
2985	0.303
2986	0.303
2987	0.303
2988	0.303
2989	0
2990	0
2991	0.606
2992	0.606
2993	0.606
2994	0.91
2995	0.91
2996	1.516
2997	1.516
2998	1.516
2999	1.516
3000	1.213
3001	0.91
3002	0.91
3003	0.91
3004	0.91
3005	0.606
3006	0
3007	0
3008	0.606
3009	0.606
3010	0.606
3011	0.606
3012	0.606
3013	0.606
3014	0.606
3015	0.606
3016	0.606
3017	0
3018	0
3019	0
3020	0
3021	0
3022	0
3023	0
3024	0
3025	0
3026	0
3027	0
3028	0
3029	0
3030	0
3031	0
3032	0
3033	0.606
3034	0.606
3035	0.606
3036	0.606
3037	0.606
3038	0.606
3039	0.606
3040	0.606
3041	0
3042	0
3043	0.303
3044	0.303
3045	0.606
3046	0.606
3047	0.606
3048	0.606
3049	0.606
3050	0.606
3051	0.606
3052	1.213
3053	4.851
3054	4.851
3055	4.851
3056	4.851
3057	4.548
3058	4.548
3059	4.548
3060	4.244
3061	0.606
3062	0.303
3063	0
3064	0
3065	0
3066	0
3067	0
3068	0
3069	0
3070	0
3071	0
3072	0
3073	0
3074	0
3075	0
3076	0.303
3077	0.606
3078	0.606
3079	1.213
3080	1.213
3081	1.516
3082	1.516
3083	1.516
3084	1.213
3085	0.91
3086	1.516
3087	1.213
3088	1.516
3089	1.213
3090	1.213
3091	1.213
3092	1.516
3093	1.516
3094	0.91
3095	0.91
3096	0.606
3097	0.91
3098	0.91
3099	0.606
3100	0.606
3101	0.91
3102	0.91
3103	0.91
3104	0.91
3105	0.91
3106	0.91
3107	0.606
3108	0.303
3109	0
3110	0
3111	0
3112	0
3113	0
3114	0
3115	0
3116	0
3117	0
3118	0
3119	0
3120	0
3121	0
3122	0
3123	0
3124	0
3125	0
3126	0
3127	0
3128	0
3129	0
3130	0
3131	0
3132	0
3133	0
3134	0
3135	0
3136	0
3137	0
3138	0
3139	0
3140	0
3141	0.303
3142	0.303
3143	0.303
3144	0.303
3145	0.303
3146	0.303
3147	0.303
3148	0.303
3149	0
3150	0
3151	0
3152	0
3153	0
3154	0
3155	0
3156	0
3157	0
3158	0
3159	0
3160	0
3161	0
3162	0
3163	0
3164	0
3165	0.303
3166	0.606
3167	0.606
3168	0.606
3169	0.606
3170	0.606
3171	0.606
3172	0.606
3173	0.303
3174	0
3175	0
3176	0
3177	0
3178	0
3179	0
3180	0
3181	0
3182	0
3183	0
3184	0
3185	0.91
3186	0.91
3187	0.91
3188	3.941
3189	72.156
3190	84.283
3191	90.952
3192	92.468
3193	92.771
3194	92.771
3195	92.771
3196	90.346
3197	83.07
3198	76.703
3199	1.516
3200	0.303
3201	0.606
3202	0.91
3203	0.606
3204	0.606
3205	0.606
3206	0.606
3207	0.606
3208	0.606
3209	0.303
3210	0
3211	0
3212	0
3213	0
3214	0
3215	0
3216	0
3217	0
3218	0
3219	0
3220	0
3221	0
3222	0
3223	0
3224	0.303
3225	0.303
3226	0.303
3227	0.303
3228	0.303
3229	0.303
3230	0.303
3231	0.303
3232	0.303
3233	0
3234	0
3235	0
3236	0
3237	0
3238	0
3239	0
3240	0.606
3241	0.91
3242	0.91
3243	1.213
3244	1.819
3245	2.122
3246	2.122
3247	2.122
3248	1.516
3249	1.516
3250	1.213
3251	0.91
3252	0.606
3253	0
3254	0
3255	0
3256	0
3257	0
3258	0
3259	0
3260	0
3261	0
3262	0
3263	0
3264	0
3265	0
3266	0.303
3267	0.303
3268	0.303
3269	0.303
3270	0.303
3271	0.303
3272	0.303
3273	0.303
3274	0
3275	0
3276	0
3277	0
3278	0
3279	0
3280	0.606
3281	0.606
3282	0.91
3283	0.91
3284	0.91
3285	0.91
3286	0.91
3287	1.213
3288	0.606
3289	0.606
3290	0.606
3291	0.606
3292	0.606
3293	0.91
3294	0.91
3295	1.213
3296	0.91
3297	0.91
3298	0.606
3299	0.606
3300	0.606
3301	0.303
3302	0.303
3303	0
3304	0
3305	0
3306	0
3307	0
3308	0
3309	0
3310	0
3311	0
3312	0
3313	0
3314	0
3315	0
3316	0.303
3317	0.303
3318	0.303
3319	0.303
3320	0.606
3321	0.606
3322	0.606
3323	0.606
3324	0.606
3325	0.303
3326	0.303
3327	0.303
3328	0.303
3329	0
3330	0
3331	0
3332	0
3333	0
3334	0
3335	0
3336	0
3337	0
3338	0
3339	0.303
3340	0.606
3341	0.606
3342	0.606
3343	0.606
3344	0.606
3345	0.606
3346	0.606
3347	0.606
3348	0.606
3349	0
3350	0
3351	0.303
3352	0.303
3353	0.303
3354	0.303
3355	0.303
3356	0.303
3357	0.303
3358	0.303
3359	0
3360	0
3361	0
3362	0
3363	0
3364	0
3365	0
3366	0
3367	0
3368	0
3369	0.303
3370	0.303
3371	0.303
3372	0.303
3373	0.303
3374	0.606
3375	0.606
3376	0.606
3377	0.303
3378	0.303
3379	0.303
3380	0.303
3381	0.303
3382	0.303
3383	0
3384	0
3385	0
3386	0
3387	0
3388	0
3389	0
3390	0
3391	0
3392	0
3393	0
3394	0
3395	0
3396	0
3397	0
3398	0
3399	0
3400	0
3401	0
3402	0
3403	0
3404	0
3405	0
3406	0
3407	0
3408	0.303
3409	0.303
3410	0.303
3411	0.91
3412	0.91
3413	0.91
3414	0.91
3415	0.91
3416	0.606
3417	0.606
3418	0.606
3419	0.606
3420	0
3421	0
3422	0
3423	0
3424	0
3425	0
3426	0
3427	0
3428	0
3429	0
3430	0
3431	0
3432	0
3433	0
3434	0
3435	0
3436	0
3437	0
3438	0
3439	0
3440	0
3441	0.91
3442	0.91
3443	0.91
3444	0.91
3445	0.91
3446	0.91
3447	0.91
3448	0.91
3449	0.303
3450	0.606
3451	0.303
3452	0.303
3453	0.303
3454	0.303
3455	0.303
3456	0.303
3457	0.303
3458	0
3459	0
3460	0
3461	0
3462	0
3463	0
3464	0
3465	0
3466	0
3467	0.303
3468	0.303
3469	0.303
3470	0.303
3471	0.303
3472	0.303
3473	0.303
3474	0.303
3475	0.303
3476	0.303
3477	0
3478	0
3479	0
3480	0
3481	0
3482	0
3483	0
3484	0
3485	0
3486	0
3487	0.303
3488	0.303
3489	0.303
3490	0.606
3491	0.606
3492	0.606
3493	0.606
3494	0.606
3495	0.303
3496	0.303
3497	0.303
3498	0
3499	0
3500	0
3501	0.303
3502	0.303
3503	0.303
3504	0.606
3505	0.606
3506	0.606
3507	1.213
3508	1.213
3509	0.91
3510	0.91
3511	0.606
3512	0.606
3513	0.303
3514	0.303
3515	0
3516	0
3517	0
3518	0
3519	0
3520	0
3521	0
3522	0
3523	0
3524	0
3525	0
3526	0
3527	0
3528	0
3529	0
3530	0
3531	0
3532	0
3533	0
3534	0
3535	0
3536	0
3537	0
3538	0
3539	0
3540	0
3541	0
3542	0
3543	0
3544	0
3545	0
3546	0
3547	0
3548	0
3549	0
3550	0
3551	0
3552	0
3553	0
3554	0
3555	0
3556	0
3557	0
3558	0
3559	0
3560	0
3561	0
3562	0
3563	0
3564	0
3565	0
3566	0
3567	0
3568	0
3569	0
3570	0
3571	0
3572	0
3573	0
3574	0.303
3575	0.303
3576	0.303
3577	0.303
3578	0.303
3579	0.303
3580	0.303
3581	0.303
3582	0
3583	0.303
3584	0.303
3585	0.303
3586	0.303
3587	0.303
3588	0.303
3589	0.303
3590	0.303
3591	0.303
3592	0.303
3593	1.516
3594	1.516
3595	1.819
3596	1.819
3597	2.122
3598	2.122
3599	2.122
3600	2.122
3601	2.122
3602	2.122
3603	1.213
3604	1.213
3605	0.91
3606	0.91
3607	0.91
3608	0.303
3609	0.303
3610	0.303
3611	0.303
3612	0.303
3613	0
3614	0
3615	0
3616	0
3617	0.303
3618	0.303
3619	0.303
3620	0.606
3621	0.606
3622	0.606
3623	0.606
3624	0.606
3625	0.303
3626	0.303
3627	0.303
3628	0.303
3629	0
3630	0
3631	0
3632	0
3633	0
3634	0
3635	0
3636	0
3637	0
3638	0
3639	0
3640	0
3641	0
3642	0
3643	0
3644	0
3645	0
3646	0
3647	0
3648	0
3649	0
3650	0
3651	0.303
3652	0.303
3653	0.303
3654	0.303
3655	0.303
3656	0.303
3657	0.606
3658	0.606
3659	0.303
3660	0.303
3661	0.303
3662	0.303
3663	0.303
3664	0.303
3665	0
3666	0
3667	0
3668	0
3669	0
3670	0
3671	0
3672	0
3673	0
3674	0
3675	0
3676	0
3677	0
3678	0.303
3679	0.303
3680	0.303
3681	0.303
3682	0.303
3683	0.303
3684	0.303
3685	0.303
3686	0
3687	0
3688	0
3689	0
3690	0
3691	0
3692	0
3693	0
3694	0
3695	0
3696	0
3697	0
3698	0
3699	0
3700	0
3701	0
3702	0
3703	0
3704	0
3705	0
3706	0
3707	0
3708	0
3709	0
3710	0
3711	0
3712	0
3713	0
3714	0
3715	0
3716	0
3717	0
3718	0
3719	0
3720	0
3721	0
3722	0
3723	0
3724	0
3725	0
3726	0
3727	0
3728	0
3729	0
3730	0
3731	0
3732	0
3733	0
3734	0
3735	0
3736	0
3737	0
3738	0
3739	0
3740	0
3741	0.303
3742	0.303
3743	0.303
3744	0.303
3745	0.303
3746	0.303
3747	0.303
3748	0.303
3749	0.303
3750	0
3751	0
3752	0
3753	0
3754	0
3755	0
3756	0
3757	0
3758	0
3759	0
3760	0
3761	0
3762	0
3763	0
3764	4.851
3765	4.851
3766	4.851
3767	5.154
3768	5.154
3769	5.154
3770	5.154
3771	4.851
3772	0
3773	0
3774	0
3775	0
3776	0
3777	0
3778	0
3779	0
3780	0
3781	0
3782	0
3783	0
3784	0
3785	0
3786	0
3787	0
3788	0
3789	0
3790	0
3791	0
3792	0
3793	0
3794	0
3795	0
3796	0.303
3797	0.303
3798	0.303
3799	0.303
3800	0.303
3801	0.303
3802	0.303
3803	0.303
3804	0
3805	0.303
3806	0.303
3807	0.303
3808	0.303
3809	0.303
3810	0.303
3811	0.303
3812	0.303
3813	0
3814	0.303
3815	0.303
3816	0.303
3817	0.303
3818	0.303
3819	0.303
3820	0.606
3821	0.303
3822	0.303
3823	0.303
3824	0.303
3825	0.303
3826	0.606
3827	0.91
3828	0.606
3829	0.606
3830	0.606
3831	0.606
3832	0.606
3833	0.606
3834	0.303
3835	0.303
3836	0.606
3837	0.91
3838	1.516
3839	1.819
3840	1.819
3841	1.819
3842	1.819
3843	1.819
3844	1.516
3845	0.91
3846	0.303
3847	0
3848	0
3849	0
3850	0
3851	0
3852	0
3853	0
3854	0
3855	0
3856	0
3857	0
3858	0
3859	0
3860	0
3861	0
3862	0
3863	0
3864	0
3865	0
3866	0
3867	0
3868	0
3869	0
3870	0
3871	0
3872	0
3873	0
3874	0
3875	0
3876	0
3877	0
3878	0
3879	0
3880	0
3881	0
3882	0
3883	0
3884	0
3885	0
3886	0
3887	0
3888	0
3889	0
3890	0
3891	0
3892	0
3893	0
3894	0
3895	0
3896	0
3897	0
3898	0
3899	0
3900	0
3901	0
3902	0
3903	0
3904	0
3905	0
3906	0
3907	0
3908	0
3909	0
3910	0
3911	0
3912	0
3913	0
3914	0
3915	0
3916	0
3917	0.303
3918	0.606
3919	0.606
3920	0.606
3921	0.606
3922	0.606
3923	0.606
3924	0.606
3925	1.213
3926	0.606
3927	0.91
3928	1.213
3929	1.213
3930	1.213
3931	1.213
3932	1.213
3933	0.606
3934	0.606
3935	0.303
3936	0
3937	0
3938	0
3939	0.303
3940	0.303
3941	0.303
3942	0.606
3943	0.91
3944	0.91
3945	0.91
3946	0.91
3947	0.606
3948	0.606
3949	0.606
3950	0.606
3951	0.303
3952	0.303
3953	0.606
3954	0.606
3955	0.606
3956	0.606
3957	0.606
3958	0.303
3959	0.303
3960	0.303
3961	0
3962	0
3963	0
3964	0
3965	0
3966	0
3967	0
3968	0
3969	0
3970	0
3971	0
3972	0
3973	0
3974	0
3975	0
3976	0
3977	0
3978	0
3979	0
3980	0
3981	0
3982	0
3983	0.303
3984	0.303
3985	0.303
3986	0.303
3987	0.303
3988	0.303
3989	0.303
3990	0.303
3991	0.303
3992	0.303
3993	0.303
3994	0.303
3995	0.303
3996	0.303
3997	0.303
3998	0.303
3999	0.303
4000	0
4001	0
4002	0
4003	0
4004	0
4005	0
4006	0
4007	0
4008	0
4009	0.303
4010	0.303
4011	0.303
4012	0.303
4013	0.303
4014	0.303
4015	0.303
4016	0.606
4017	0.303
4018	0.303
4019	0.303
4020	0.303
4021	0.606
4022	0.91
4023	0.91
4024	0.606
4025	1.213
4026	1.213
4027	1.516
4028	1.516
4029	1.516
4030	2.122
4031	1.819
4032	1.819
4033	0.91
4034	0.91
4035	0.606
4036	0.606
4037	0.606
4038	0.606
4039	0
4040	0
4041	0
4042	0
4043	0
4044	0
4045	0
4046	0.303
4047	0.303
4048	0.303
4049	0.303
4050	0.303
4051	0.303
4052	0.303
4053	0.303
4054	0
4055	0
4056	0
4057	0
4058	0
4059	0
4060	0
4061	0
4062	0
4063	0
4064	0
4065	0
4066	0
4067	0
4068	0
4069	0
4070	0
4071	0
4072	0
4073	0
4074	0
4075	0
4076	0
4077	0
4078	0
4079	0
4080	0
4081	0.303
4082	0.606
4083	0.606
4084	0.606
4085	0.606
4086	0.606
4087	0.606
4088	0.606
4089	0.606
4090	0.303
4091	0
4092	0
4093	0.303
4094	0.303
4095	0.303
4096	0.606
4097	0.606
4098	0.91
4099	1.516
4100	1.819
4101	1.819
4102	1.516
4103	1.819
4104	1.819
4105	1.819
4106	1.516
4107	0.606
4108	0.303
4109	0.303
4110	0.303
4111	0
4112	0
4113	0
4114	0.303
4115	0.303
4116	0.303
4117	0.303
4118	0.606
4119	0.606
4120	0.606
4121	0.606
4122	0.303
4123	0.303
4124	0.303
4125	0.303
4126	0
4127	0.303
4128	0.303
4129	0.303
4130	0.303
4131	0.303
4132	0.303
4133	0.303
4134	0.303
4135	0
4136	0
4137	0
4138	0.303
4139	0.303
4140	0.303
4141	1.213
4142	1.213
4143	1.819
4144	1.819
4145	1.819
4146	1.516
4147	1.516
4148	1.516
4149	0.91
4150	0.606
4151	0.303
4152	0
4153	0
4154	0
4155	0
4156	0.303
4157	0.303
4158	0.303
4159	0.303
4160	0.303
4161	0.303
4162	0.303
4163	0.303
4164	0.303
4165	0
4166	0
4167	0
4168	0
4169	0
4170	0
4171	0
4172	0
4173	0
4174	0
4175	0
4176	0
4177	0
4178	0
4179	0
4180	0
4181	0
4182	0
4183	0
4184	0
4185	0
4186	0
4187	0
4188	0
4189	0
4190	0
4191	0
4192	0
4193	0
4194	0
4195	0
4196	0
4197	0
4198	0
4199	0
4200	0
4201	0
4202	0
4203	0
4204	0
4205	0
4206	0
4207	0
4208	0
4209	0
4210	0
4211	0.303
4212	0.303
4213	0.303
4214	0.303
4215	0.303
4216	0.303
4217	0.303
4218	0.303
4219	0.303
4220	0
4221	0
4222	0
4223	0.303
4224	0.303
4225	0.303
4226	0.303
4227	0.606
4228	0.606
4229	0.606
4230	0.606
4231	0.606
4232	0.606
4233	1.213
4234	1.516
4235	1.213
4236	1.213
4237	1.213
4238	1.213
4239	1.516
4240	1.213
4241	0.606
4242	0.91
4243	0.91
4244	0.91
4245	2.122
4246	2.122
4247	1.819
4248	1.819
4249	1.819
4250	1.213
4251	1.213
4252	1.213
4253	0
4254	0
4255	0
4256	0
4257	0
4258	0
4259	0
4260	0
4261	0
4262	0
4263	0
4264	0
4265	0
4266	0
4267	0
4268	0
4269	0
4270	0
4271	0
4272	0
4273	0
4274	0
4275	0
4276	0
4277	0.606
4278	0.606
4279	0.606
4280	0.606
4281	0.606
4282	0.606
4283	0.606
4284	0.606
4285	0
4286	0
4287	0.303
4288	0.303
4289	0.303
4290	0.303
4291	0
4292	0
4293	0
4294	0
4295	0
4296	0
4297	0
4298	0
4299	0
4300	0
4301	0
4302	0
4303	0
4304	0
4305	0
4306	0.303
4307	0.303
4308	0.303
4309	0.303
4310	0.303
4311	0
4312	0
4313	0
4314	0.303
4315	0.303
4316	0.303
4317	0.303
4318	0.606
4319	0.606
4320	0.606
4321	1.213
4322	0.91
4323	0.91
4324	1.213
4325	1.516
4326	1.213
4327	1.213
4328	1.213
4329	0.606
4330	0.91
4331	0.91
4332	0.606
4333	0.303
4334	0.303
4335	0.303
4336	0.303
4337	0.606
4338	0.303
4339	0.606
4340	0.606
4341	0.91
4342	0.91
4343	1.213
4344	1.213
4345	1.516
4346	1.213
4347	0.91
4348	1.213
4349	1.213
4350	1.213
4351	1.213
4352	1.213
4353	1.213
4354	0.91
4355	1.213
4356	1.213
4357	0.91
4358	0.91
4359	0.91
4360	0.606
4361	0.606
4362	0.606
4363	0.303
4364	0.303
4365	0.303
4366	0.303
4367	0.303
4368	0.303
4369	0.303
4370	0
4371	0
4372	0.303
4373	0.303
4374	0.303
4375	0.303
4376	0.303
4377	0.303
4378	0.303
4379	0.303
4380	0.303
4381	0.303
4382	0
4383	0
4384	0
4385	0
4386	0
4387	0
4388	0
4389	0
4390	0
4391	0
4392	0
4393	0
4394	0
4395	0
4396	0
4397	0
4398	0
4399	0
4400	0
4401	0
4402	0
4403	0
4404	0.303
4405	0.303
4406	0.303
4407	0.303
4408	0.303
4409	0.303
4410	0.606
4411	1.819
4412	2.425
4413	2.425
4414	2.425
4415	2.425
4416	2.729
4417	2.729
4418	3.638
4419	3.638
4420	2.425
4421	2.425
4422	2.122
4423	2.122
4424	1.516
4425	1.516
4426	0.303
4427	0.303
4428	0
4429	0
4430	0
4431	0
4432	0
4433	0
4434	0
4435	0
4436	0
4437	0
4438	0
4439	0
4440	0
4441	0
4442	0
4443	0
4444	0
4445	0
4446	0
4447	0
4448	0
4449	0
4450	0
4451	0
4452	0
4453	0
4454	0
4455	0
4456	0
4457	0
4458	0
4459	0.606
4460	0.606
4461	0.91
4462	0.91
4463	0.91
4464	1.213
4465	0.91
4466	0.91
4467	0.303
4468	0.303
4469	0.303
4470	0.303
4471	0.303
4472	0.303
4473	0.303
4474	0.303
4475	0.303
4476	0.303
4477	0.606
4478	0.91
4479	0.91
4480	0.606
4481	0.606
4482	0.606
4483	0.606
4484	0.606
4485	0.303
4486	0
4487	0
4488	0
4489	0
4490	0
4491	0
4492	0
4493	0
4494	0
4495	0
4496	0
4497	0
4498	0
4499	0
4500	0
4501	0
4502	0
4503	0
4504	0
4505	0
4506	0
4507	0
4508	0
4509	0
4510	0
4511	0
4512	0
4513	0
4514	0
4515	0
4516	0
4517	0
4518	0
4519	0
4520	0
4521	0
4522	0
4523	0
4524	0
4525	0
4526	0
4527	0
4528	0
4529	0
4530	0
4531	0
4532	0
4533	0
4534	0
4535	0
4536	0
4537	0.303
4538	0.303
4539	0.303
4540	0.303
4541	0.303
4542	0.303
4543	0.303
4544	0.303
4545	0
4546	0
4547	0
4548	0
4549	0
4550	0.303
4551	0.303
4552	0.303
4553	0.303
4554	0.303
4555	0.91
4556	0.91
4557	0.91
4558	0.91
4559	0.303
4560	0.303
4561	0.303
4562	0.91
4563	0.91
4564	0.606
4565	0.606
4566	0.606
4567	0.606
4568	0.606
4569	0.606
4570	0
4571	0
4572	0
4573	0
4574	0.303
4575	0.303
4576	0.303
4577	0.303
4578	0.303
4579	0.303
4580	0.303
4581	0.303
4582	0
4583	0
4584	0
4585	0
4586	0
4587	0
4588	0
4589	0
4590	0
4591	0
4592	0
4593	0
4594	0
4595	0
4596	0
4597	0
4598	0
4599	0
4600	0
4601	0
4602	0
4603	0
4604	0
4605	0
4606	0
4607	0
4608	0
4609	0
4610	0
4611	0
4612	0
4613	0
4614	0
4615	0
4616	0
4617	0.303
4618	0.303
4619	0.303
4620	0.303
4621	0.303
4622	0.303
4623	0.303
4624	0.303
4625	0
4626	0
4627	0
4628	0
4629	0
4630	0
4631	0
4632	0
4633	0
4634	0.303
4635	0.303
4636	0.303
4637	0.303
4638	0.303
4639	0.303
4640	0.303
4641	0.303
4642	0
4643	0.303
4644	0.303
4645	0.303
4646	0.303
4647	0.303
4648	0.303
4649	0.303
4650	0.303
4651	0.303
4652	0
4653	0
4654	0
4655	0
4656	0
4657	0
4658	0
4659	0
4660	0
4661	0
4662	0
4663	0
4664	0
4665	0.303
4666	0.303
4667	0.303
4668	0.303
4669	0.303
4670	0.303
4671	0.303
4672	0.303
4673	0.303
4674	0
4675	0
4676	0
4677	0
4678	0
4679	0.303
4680	0.303
4681	0.303
4682	0.606
4683	0.91
4684	0.91
4685	0.91
4686	0.91
4687	0.606
4688	1.213
4689	1.213
4690	0.91
4691	0.91
4692	1.213
4693	1.213
4694	1.516
4695	1.819
4696	1.213
4697	1.516
4698	2.122
4699	2.122
4700	1.516
4701	1.516
4702	1.516
4703	1.516
4704	0.91
4705	0.606
4706	0.303
4707	0
4708	0
4709	0
4710	0.606
4711	0.606
4712	0.606
4713	0.606
4714	0.606
4715	0.606
4716	0.606
4717	0.606
4718	0
4719	0
4720	0
4721	0
4722	0
4723	0
