"center";"Bat"
13874;1.927
13875;1.927
13876;2.409
13877;1.927
13878;1.445
13879;1.445
13880;1.445
13881;1.445
13882;0.482
13883;0.482
13884;0.482
13885;0.482
13886;0.482
13887;0.482
13888;0.482
13889;0.963
13890;0.963
13891;0.963
13892;0.963
13893;0.482
13894;0.482
13895;0.482
13896;0.482
13897;0.482
13898;0.963
13899;0.482
13900;0.482
13901;0.963
13902;1.445
13903;1.445
13904;2.409
13905;2.89
13906;4.336
13907;4.336
13908;4.817
13909;4.817
13910;5.781
13911;6.263
13912;5.781
13913;5.299
13914;3.372
13915;1.927
13916;1.445
13917;0.963
13920;0.482
13921;0.482
13922;0.482
13923;0.482
13924;0.482
13925;0.482
13926;0.482
13927;0.482
13929;0.482
13930;0.482
13931;0.482
13932;0.963
13933;0.963
13934;0.963
13935;0.963
13936;0.963
13937;0.482
13938;0.482
13939;0.482
13940;0.482
13995;0.963
13996;1.445
13997;2.409
13998;2.89
13999;3.372
14000;3.372
14001;3.372
14002;3.372
14003;2.409
14004;1.927
14005;1.445
14006;0.482
14011;0.482
14012;0.482
14013;0.482
14014;0.482
14015;0.482
14016;0.482
14017;0.963
14018;0.963
14019;0.482
14020;0.482
14021;0.482
14022;0.482
14023;0.482
14024;0.482
14035;0.482
14036;0.482
14037;0.482
14038;0.482
14039;0.482
14040;0.482
14041;0.482
14042;0.482
14048;0.482
14049;0.482
14050;0.482
14051;0.482
14052;0.482
14053;0.482
14054;0.482
14055;0.482
14056;0.482
14088;0.482
14089;0.482
14090;0.482
14091;0.482
14092;0.482
14093;0.482
14094;0.482
14095;0.482
14146;0.482
14147;0.963
14148;0.963
14149;0.963
14150;1.445
14151;1.445
14152;1.445
14153;1.445
14154;1.445
14155;1.445
14156;1.445
14157;1.445
14158;0.963
14159;1.445
14160;1.445
14161;1.445
14162;0.963
14163;0.482
14164;1.445
14165;1.445
14166;1.445
14167;0.963
14168;0.963
14169;0.963
14170;0.963
14171;0.963
14183;0.482
14184;0.482
14185;0.963
14186;0.963
14187;0.963
14188;0.963
14189;0.963
14190;0.963
14191;0.482
14192;0.482
14194;0.482
14195;0.963
14196;0.963
14197;0.963
14198;0.963
14199;0.963
14200;1.445
14201;1.445
14202;0.963
14203;0.963
14204;0.482
14205;0.482
14206;0.482
14207;0.482
14226;0.482
14227;0.482
14228;0.482
14229;0.963
14230;0.963
14231;0.963
14232;0.963
14233;0.963
1434;0.482
14234;0.963
14235;0.963
14236;0.963
14237;0.482
14238;0.482
14239;0.482
14240;0.963
14241;0.963
14242;0.482
14243;0.482
1435;0.482
14244;0.482
14245;0.482
14246;0.963
14247;0.963
14248;1.445
14249;1.445
14250;1.445
14251;1.445
14252;1.927
14253;1.927
1436;0.482
14254;1.927
14255;1.927
14256;0.963
14257;0.963
14258;0.482
14259;0.482
1437;0.482
14269;0.482
14270;0.482
14271;0.482
14272;0.482
14273;0.963
1438;0.963
14274;0.963
14275;0.963
14276;0.963
14277;0.963
14278;0.482
14279;0.482
14280;0.482
1439;0.963
1440;0.963
14301;0.482
14302;0.482
14303;0.963
1441;0.963
14304;0.963
14305;0.963
14306;0.963
14307;0.963
14308;0.963
14309;0.482
14310;0.482
1442;0.963
14320;0.482
14321;0.482
14322;0.482
14323;0.482
1443;0.482
14324;0.482
14325;0.482
14326;0.482
14327;0.482
14328;0.482
14332;0.482
14333;0.963
1444;0.482
14334;0.963
14335;0.963
14336;0.963
14337;0.963
14338;0.963
14339;0.963
14340;0.963
1445;0.482
14344;0.482
14345;0.482
14346;0.482
14347;0.963
14348;0.963
14349;0.963
14350;0.963
14351;0.963
14352;0.963
14353;0.482
14354;0.482
14366;0.482
14367;0.482
14368;0.482
14369;0.482
14378;0.963
14379;1.445
14380;1.927
14381;2.409
14382;3.372
14383;3.854
14384;3.854
14385;3.854
14386;3.372
14387;2.89
14388;2.409
14389;2.409
14390;1.445
14391;0.482
14392;0.482
14393;0.482
26;1.445
14411;0.482
14412;0.482
14413;0.482
14414;0.482
14415;0.482
14416;0.482
14417;0.482
14418;0.482
14426;0.482
14427;0.482
14428;0.482
14429;0.482
14430;0.482
14431;0.963
14432;0.963
14433;1.445
14434;1.927
14435;1.927
14436;2.409
14437;2.89
14438;4.336
14439;4.336
14440;4.336
14441;4.336
14442;3.372
14443;2.89
14444;2.89
14445;1.927
14446;0.482
14452;0.482
14453;1.445
14454;1.445
14455;1.445
14456;1.445
14457;1.445
14458;1.927
14459;1.927
14460;1.445
14461;0.963
14462;0.963
14463;0.963
14464;0.963
14465;0.963
14466;0.482
14467;0.482
14468;0.482
14469;0.482
14470;0.482
14471;0.482
14475;0.482
14476;0.963
14477;1.445
14478;1.445
14479;1.445
14480;1.927
14481;1.927
14482;1.927
14483;1.445
14484;1.445
14485;1.445
14486;0.963
14487;0.963
14488;0.482
14492;0.482
14493;0.482
14494;0.482
14495;0.482
14496;0.482
14497;0.482
14498;0.482
14499;0.482
14532;0.482
14533;0.482
14534;0.482
14535;0.482
14536;0.482
14537;0.482
14538;0.482
14539;0.963
14540;0.963
14541;0.482
14542;0.482
14543;0.482
14544;0.963
14545;0.963
14546;1.445
14547;0.963
14548;0.963
14549;0.963
14550;0.963
14551;0.963
14552;0.482
14553;0.482
14557;0.482
14558;0.482
14559;0.482
14560;0.482
14561;0.482
14562;0.482
14563;0.482
14564;0.482
14565;0.482
14568;0.482
14569;0.482
14570;0.963
14571;0.963
14572;0.963
14573;0.963
14574;0.963
14575;0.963
14576;0.482
14577;0.482
14594;0.482
14595;0.963
14596;0.963
14597;0.963
14598;0.963
14599;0.963
14600;0.963
14601;0.963
14602;0.482
14625;0.482
14626;0.482
14627;0.482
14628;0.482
14629;0.482
14630;0.482
14631;0.482
14632;0.482
14645;0.482
14646;0.482
14647;0.482
14648;0.482
14649;0.482
14650;0.482
14651;0.963
14652;0.963
14653;1.927
14654;1.927
14655;2.409
14656;2.409
14657;2.409
14658;2.409
14659;1.927
14660;1.927
14661;0.482
14662;0.482
14667;0.482
14668;0.482
14669;0.482
14670;0.482
14687;0.482
14688;0.963
14689;0.963
14690;0.963
14691;0.963
14692;0.963
14693;0.963
14694;0.963
14695;0.963
14706;0.482
14707;0.482
14708;0.482
14709;0.482
14710;0.482
14711;0.482
14712;0.482
14713;0.482
1482;0.482
1483;0.482
14725;0.482
14726;0.963
14727;1.927
14728;2.409
14729;2.409
14730;2.409
14731;2.89
14732;2.89
14733;2.89
1484;0.963
14734;2.409
14735;1.927
14736;0.963
14737;0.963
14738;0.963
14739;0.482
14740;0.482
14741;0.963
14742;0.482
14743;0.963
1485;0.963
14744;0.963
14745;0.963
14746;0.963
14747;0.963
14748;0.963
14749;0.482
14750;0.482
1486;0.963
14754;0.482
14755;0.482
14756;0.482
14757;0.482
14758;0.482
14759;0.482
14760;0.482
14761;0.482
1487;1.445
14765;0.482
14766;0.482
14767;0.482
14768;0.482
14769;0.482
14770;0.482
14771;0.482
14772;0.482
1488;1.445
14779;0.482
14780;0.482
14781;0.482
14782;0.482
14783;0.482
1489;1.445
14784;0.482
14785;0.482
14786;0.482
1490;1.445
1491;1.445
1492;0.963
14820;0.482
14821;0.482
14822;0.963
14823;0.963
1493;1.445
14824;0.963
14825;0.963
14826;0.963
14827;0.963
14828;0.482
14829;0.482
1494;0.963
1495;0.963
14847;0.482
14848;0.482
14849;0.482
14850;0.482
14851;0.482
14852;0.482
14853;0.482
1496;0.963
14854;0.482
14855;0.482
14856;0.482
14857;0.482
14858;0.482
14859;0.482
14860;0.482
14861;0.482
14862;0.482
1497;1.445
1498;1.445
1499;1.445
1500;1.445
14899;0.482
14900;0.482
14901;0.482
14902;0.482
14903;0.482
1501;0.482
14904;0.482
14905;0.482
14906;0.482
1502;0.482
14914;0.482
14915;0.482
14916;0.482
14917;0.482
14918;0.482
14919;0.482
14920;0.482
14921;0.482
1504;0.482
1505;0.482
14953;0.482
1506;0.482
14954;1.927
14955;2.89
14956;2.89
14957;2.89
14958;2.89
14959;3.372
14960;3.372
14961;2.89
14962;1.445
14963;0.482
1507;0.482
14964;0.482
1508;0.482
14974;0.482
14975;0.482
14976;0.482
14977;0.482
14978;0.482
14979;0.482
14980;0.482
14981;0.482
1509;0.482
14986;0.482
14987;0.482
14988;0.482
14989;0.482
14990;0.482
14991;0.482
14992;0.482
14993;0.482
1510;0.482
1511;0.482
15012;0.482
15013;0.482
1512;0.482
15014;0.482
15015;0.482
15016;0.482
15017;0.482
15018;0.482
15019;0.482
15046;0.482
15047;0.482
15048;0.482
15049;0.482
15050;0.482
15051;0.482
15052;0.482
15053;0.482
15061;0.963
15062;0.963
15063;0.963
15064;0.963
15065;0.963
15066;0.963
15067;0.963
15068;0.963
15069;0.482
15149;0.482
15150;0.482
15151;0.963
15152;0.963
15153;1.445
15154;1.445
15155;2.409
15156;2.409
15157;1.927
15158;1.927
15159;1.927
15160;1.927
15161;1.445
15162;1.927
15163;1.927
15164;1.927
15165;2.409
15166;2.409
15167;2.409
15168;2.409
15169;1.927
15170;1.445
15171;0.963
15172;0.963
15195;0.482
15196;0.482
15197;0.482
15198;0.482
15199;0.482
15200;0.482
15201;0.482
15202;0.482
15215;0.482
15216;0.482
15217;0.482
15218;0.482
15219;0.482
15220;0.482
15221;0.482
15222;0.482
15223;0.482
15245;0.482
15246;1.445
15247;1.445
15248;2.409
15249;2.409
15250;2.89
15251;2.89
15252;2.89
15253;2.409
15254;2.409
15255;1.927
15256;1.445
15257;0.963
15258;0.482
15259;0.482
15260;0.482
15261;0.482
15280;0.482
15281;0.482
15282;0.482
15283;0.482
15284;0.482
15285;0.482
15286;0.482
15287;0.482
15299;0.482
15300;0.482
15301;0.482
15302;0.482
15303;0.482
15304;0.482
15305;0.963
15306;1.445
15307;1.445
15308;1.445
15309;0.963
15310;1.445
15311;1.445
15312;1.445
15313;0.963
15314;0.482
15315;0.482
15316;0.482
15317;0.482
15378;0.482
15379;0.482
15380;0.482
15381;0.482
15382;0.482
15383;0.482
15384;0.482
15385;0.482
27;0.963
15418;0.482
15419;0.482
15420;0.482
15421;0.482
15422;0.482
15423;0.482
15424;0.482
15425;0.963
15426;0.963
15427;0.482
15428;0.482
15429;0.482
15430;0.482
15431;0.482
15432;0.963
15433;0.482
15434;0.963
15435;0.963
15436;0.963
15437;0.963
15438;1.445
15439;1.445
15440;0.963
15441;0.963
15442;0.482
15443;0.482
15444;0.482
15445;0.482
1556;0.482
1557;0.482
15466;0.482
15467;0.482
15468;0.482
15469;0.482
15470;0.482
15471;0.482
15472;0.482
15473;0.482
1558;0.482
1559;0.482
1560;0.482
15495;0.482
15496;0.482
15497;0.482
15498;0.482
15499;0.482
15500;0.482
15501;0.963
15502;1.445
15503;0.963
1561;0.482
15504;0.963
15505;0.963
15506;0.963
15507;0.963
15508;0.963
15509;0.963
15510;0.482
1562;0.482
15516;0.482
15517;0.963
15518;0.963
15519;0.963
15520;0.963
15521;1.927
15522;1.927
15523;2.89
1563;0.482
15524;2.409
15525;1.927
15526;1.927
15527;1.927
15528;1.927
15529;1.445
15530;0.963
15550;0.482
15551;0.482
15552;0.963
15553;0.963
15554;0.963
15555;0.963
15556;0.963
15557;0.963
15558;0.482
15559;0.482
15560;0.482
15561;0.482
15562;0.482
15563;0.482
15564;0.482
15565;0.482
15566;0.482
15567;0.482
15568;0.482
15569;0.482
15570;0.482
15571;0.482
15572;0.482
15573;0.482
15574;0.482
15575;0.482
15609;0.482
15610;0.482
15611;0.963
15612;0.963
15613;1.445
15614;1.445
15615;1.445
15616;1.445
15617;0.963
15618;0.963
15619;0.482
15620;0.482
15621;0.482
15623;0.482
15624;0.482
15625;0.482
15626;0.482
15627;0.482
15628;0.482
15629;0.482
15630;0.482
15631;0.482
15637;0.482
15638;0.482
15639;0.482
15640;0.482
15641;0.963
15642;1.445
15643;1.445
15644;1.445
15645;0.963
15646;0.963
15647;0.963
15648;0.963
15649;0.482
15658;0.482
15659;0.482
15660;0.482
15661;0.482
15662;0.482
15663;0.482
15664;0.482
15665;0.963
15666;0.963
15667;0.963
15668;0.963
15669;0.963
15670;0.963
15671;0.963
15672;0.963
15673;0.482
15695;0.482
15696;0.482
15697;0.482
15698;0.482
15699;0.963
15700;0.963
15701;0.963
15702;0.963
15703;0.482
15704;0.482
15705;0.482
15706;0.482
15707;0.482
15727;0.482
15728;0.482
15729;0.963
15730;0.963
15731;0.963
15732;0.963
15733;0.963
15734;0.963
15735;0.482
15736;0.482
15740;0.482
15741;0.482
15742;0.482
15743;0.482
15744;0.482
15745;0.482
15746;0.482
15747;0.482
15785;0.482
15786;0.482
15787;1.445
15788;1.927
15789;1.927
15790;1.927
15791;1.927
15792;1.445
15793;1.927
15794;1.927
15795;0.963
15796;1.445
15797;1.927
15798;1.927
15799;2.409
15800;2.89
15801;2.409
15802;3.372
15803;3.854
15804;2.89
15805;3.372
15806;4.336
15807;4.336
15808;4.336
15809;3.372
15810;2.89
15811;2.409
15812;2.409
15813;1.927
15814;1.927
15815;2.409
15816;2.409
15817;1.445
15818;1.445
15819;0.482
15820;0.963
15821;0.963
15822;0.963
15823;0.963
15824;1.445
15825;0.963
15826;0.963
15827;0.963
15828;0.963
15829;0.963
15830;0.963
15831;0.963
15832;0.482
15833;0.482
15834;0.482
15835;0.482
15839;0.482
15840;0.482
15841;0.482
15842;0.963
15843;0.963
15844;0.963
15845;0.963
15846;1.445
15847;0.963
15848;0.963
15849;0.963
15850;0.482
15851;0.482
15852;0.482
15853;0.482
15861;0.482
15862;0.482
15863;0.482
15864;0.482
15865;0.482
15866;0.482
15867;0.482
15868;0.963
15869;0.482
15870;0.482
15871;0.482
15872;0.482
15873;0.482
15874;0.482
15875;0.482
15889;0.482
15890;0.482
15891;0.482
15892;0.482
15893;0.482
15894;0.482
15895;0.482
15896;0.482
15897;0.482
15898;0.482
15918;0.482
15919;0.482
15920;0.482
15921;0.482
15922;0.482
15923;0.482
15924;0.482
15925;0.482
15989;0.482
15990;0.963
15991;0.963
15992;0.963
15993;0.963
15994;0.963
15995;0.963
15996;0.963
15997;0.482
15998;0.482
1611;0.482
1612;0.482
1613;0.963
16026;0.482
16027;0.482
16028;0.482
16029;0.482
1614;0.963
16041;0.482
16042;0.482
16043;0.482
1615;0.963
16044;0.482
16045;0.482
16046;0.482
16047;0.482
16048;0.482
1616;0.963
16055;0.482
16056;0.482
16057;0.482
16058;0.482
16059;0.482
16060;0.482
16061;0.482
16062;0.482
16063;0.482
1617;0.963
1618;0.963
16082;0.482
16083;0.482
1619;0.963
16084;0.482
16085;0.482
16086;1.445
16087;1.445
16088;1.445
16089;1.445
16090;0.963
16091;0.963
16092;0.963
16093;1.445
1620;1.927
16094;0.963
16095;0.482
16096;0.482
16097;0.482
16098;0.482
16099;0.482
16100;0.482
16101;0.482
1621;1.927
1622;1.927
1623;1.927
16125;0.482
16126;0.482
16127;0.482
16128;0.963
16129;0.963
16130;0.963
16131;0.963
16132;0.963
16133;0.482
1624;1.927
16134;0.482
16135;0.482
16136;0.482
16137;0.482
16138;0.963
16139;0.963
16140;0.963
16141;0.963
16142;0.963
16143;1.445
1625;1.927
16144;0.963
16145;0.963
16146;0.482
16147;0.482
16148;0.482
16149;0.482
16150;0.482
16151;0.482
16152;0.482
16153;0.482
1626;2.409
16154;0.482
16155;0.482
16156;0.482
16157;0.482
16158;0.963
16159;0.963
16160;0.963
16161;1.445
16162;1.445
16163;1.445
1627;2.409
16164;0.963
16165;0.963
16166;0.482
16167;0.482
16168;0.482
16171;0.482
16172;0.482
16173;0.482
1628;1.445
16174;0.482
16175;0.482
16176;0.482
16177;0.482
16178;0.482
16179;0.482
1629;1.927
1630;2.409
16197;0.482
16198;0.482
16199;0.482
16200;0.482
16201;0.482
16202;0.482
16203;0.482
1631;1.927
16204;0.482
1632;2.409
1633;2.409
1634;3.854
16235;0.482
16236;0.482
16237;0.482
16238;0.482
16239;0.482
16240;0.963
16241;0.963
16242;0.963
16243;0.963
1635;4.336
16244;0.482
16245;0.482
16246;0.963
16247;1.445
16248;0.963
16249;0.963
16250;0.963
16251;1.445
16252;1.445
16253;1.445
1636;3.854
16254;0.963
16255;0.963
16256;1.445
16257;1.445
16258;0.963
16259;0.482
16260;0.482
16261;0.482
16262;0.482
16263;0.482
1637;3.372
16271;0.482
16272;0.482
16273;0.482
1638;3.372
16274;0.482
16275;0.482
16276;0.482
16277;0.482
16278;0.482
16283;0.482
1639;2.89
16284;0.482
16285;0.482
16286;0.482
16287;0.482
16288;0.482
16289;0.482
16290;0.482
1640;2.89
1641;2.89
16308;0.482
16309;0.963
16310;0.963
16311;0.963
16312;0.963
16313;0.963
1642;1.927
16314;0.963
16315;0.963
16316;0.482
16324;0.482
16325;0.482
16326;0.482
16327;0.482
16328;0.482
16329;0.482
16330;0.482
16331;0.482
16332;0.482
16343;0.482
16344;0.482
16345;0.482
16346;0.482
16347;0.482
16348;0.482
16349;0.482
16350;0.482
16351;0.482
16352;0.482
16353;0.482
16354;0.482
16355;0.482
16356;0.482
16357;0.482
16358;0.482
16359;0.482
16383;0.482
16384;0.482
16385;0.482
16386;0.482
16387;0.482
16388;0.482
16389;0.482
16390;0.482
16406;0.482
16407;0.482
16408;0.963
16409;0.963
16410;1.445
16411;1.445
16412;1.445
16413;1.445
16414;0.963
16415;0.963
16416;0.482
16417;0.482
28;0.963
1654;0.482
1655;0.482
16449;0.482
16450;0.482
16451;0.963
16452;0.963
16453;0.963
1656;0.482
16454;0.963
16455;0.963
16456;0.963
16457;0.963
16458;0.482
16459;0.482
16460;0.963
16461;0.963
16462;0.963
16463;0.963
1657;0.482
16464;0.963
16465;0.963
16466;0.963
16467;0.963
16468;0.482
16469;0.482
16470;0.482
16471;0.482
16472;0.482
16473;0.482
1658;0.482
16474;0.482
16475;0.963
16476;0.963
16477;1.445
16478;1.445
16479;1.445
16480;1.445
16481;1.445
16482;1.445
16483;0.963
1659;0.482
16484;0.963
1660;0.482
16503;0.482
1661;0.482
16504;0.963
16505;0.963
16506;3.372
16507;3.372
16508;3.372
16509;4.336
16510;4.336
16511;3.854
16512;3.854
16513;3.372
1662;0.482
16514;4.817
16515;4.336
16516;4.336
16517;4.336
16518;3.854
16519;4.336
16520;4.336
16521;4.336
16522;3.372
16523;1.927
16524;1.445
16525;0.482
16526;0.482
16543;0.482
16544;0.963
16545;0.963
16546;0.963
16547;0.963
16548;0.963
16549;1.445
16550;1.445
16551;0.963
16552;0.482
16553;0.482
16554;0.482
16555;0.963
16556;0.963
16557;0.482
16558;0.963
16559;0.963
16560;0.963
16561;0.963
16562;0.963
16563;0.963
16564;0.482
16565;0.482
16580;0.482
16581;0.482
16582;0.482
16583;0.482
16584;0.482
16585;0.482
16586;0.482
16587;0.482
16593;0.482
16594;0.482
16595;0.482
16596;0.482
16597;0.482
16598;0.482
16599;0.482
16600;0.963
16601;0.482
16602;0.482
16603;0.482
16604;0.482
16605;0.482
16606;0.482
16607;0.482
16608;0.482
16620;0.482
16621;0.482
16622;0.482
16623;0.482
16624;0.482
16625;0.482
16626;0.482
16627;0.482
16637;0.482
16638;0.482
16639;0.482
16640;0.482
16641;0.482
16642;0.482
16643;0.482
16644;0.482
16659;0.482
16660;0.482
16661;0.482
16662;0.482
16663;0.482
16664;0.482
16665;1.445
16666;1.927
16667;1.445
16668;1.445
16669;1.445
16670;1.445
16671;1.445
16672;1.445
16673;0.482
16717;0.482
16718;0.482
16719;0.482
16720;0.482
16721;0.482
16722;0.482
16723;0.482
16724;0.482
16725;0.482
16744;0.482
16745;0.482
16746;0.482
16747;0.482
16748;0.482
16749;0.482
16750;0.482
16751;0.482
16799;0.482
16800;0.963
16801;0.963
16802;0.963
16803;0.963
16804;0.963
16805;1.927
16806;2.89
16807;2.409
16808;2.409
16809;2.409
16810;2.409
16811;2.409
16812;2.409
16813;2.409
1692;0.963
16814;1.927
16815;1.445
16816;0.482
16817;0.482
16818;0.482
16819;0.482
16820;0.482
16821;0.482
16822;0.482
16823;0.482
1693;1.445
16829;0.482
16830;0.482
16831;0.482
16832;0.482
16833;0.482
1694;1.445
16834;0.482
16835;0.482
16836;0.482
16837;0.482
16838;0.482
16839;0.963
16840;0.963
16841;0.963
16842;0.963
16843;0.963
1695;1.927
16844;0.963
16845;1.445
16846;1.445
16847;0.963
16848;0.963
16849;0.963
16850;0.963
16851;0.963
16852;0.963
1696;2.409
1697;2.89
1698;3.854
16882;0.482
16883;0.482
1699;3.854
16884;0.482
16885;0.482
16886;1.445
16887;1.927
16888;1.927
16889;1.927
16890;1.927
16891;1.927
16892;1.927
16893;1.927
1700;2.409
16894;1.445
16895;1.445
16896;1.445
16897;0.963
16898;0.963
16899;1.445
16900;1.445
16901;1.445
16902;1.927
16903;1.445
